"FirstName","LastName","ScopusID","Country","Institution","AuthorName"
"Xuejuan","Fan","57221539672","UK","Oxford","XuejuanFan"
"Mekha","Mathew","57221963030","UK","Oxford","MekhaMathew"
"Cristina","Stewart","57222076493","UK","Oxford","CristinaStewart"
"Richard","Stevens","57222170040","UK","Oxford","RichardStevens"
"Weiqi","Liao","57222343467","UK","Oxford","WeiqiLiao"
"Tom","Ranger","57222593978","UK","Oxford","TomRanger"
"Mary","Logan","57223168816","UK","Oxford","MaryLogan"
"Katherine","Tucker","57223805140","UK","Oxford","KatherineTucker"
"Louis","Fisher","57223901661","UK","Oxford","LouisFisher"
"Amelia","Green","57234248100","UK","Oxford","AmeliaGreen"
"Andrea","Roalfe","6603028247","UK","Oxford","AndreaRoalfe"
"Anthony","Harnden","6603975055","UK","Oxford","AnthonyHarnden"
"Simon","deLusignan","7003334937","UK","Oxford","SimondeLusignan"
"Julia","HippisleyCox","7003671665","UK","Oxford","JuliaHippisleyCox"
"Sue","Ziebland","7003768248","UK","Oxford","SueZiebland"
"Jeremy","Chalk","7004084686","UK","Oxford","JeremyChalk"
"Clare","Bankhead","7005395035","UK","Oxford","ClareBankhead"
"Michael","Feher","7005464958","UK","Oxford","MichaelFeher"
"Nick","Hicks","7005480396","UK","Oxford","NickHicks"
"Richard","Hobbs","7005778918","UK","Oxford","RichardHobbs"
"Kam","Bhui","7006102085","UK","Oxford","KamBhui"
"Lindsay","Stead","7006172106","UK","Oxford","LindsayStead"
"David","Mant","7006371521","UK","Oxford","DavidMant"
"Raphael","Wittenberg","7006787540","UK","Oxford","RaphaelWittenberg"
"Susan","Jebb","7007023278","UK","Oxford","SusanJebb"
"Victoria","Harris","7102072286","UK","Oxford","VictoriaHarris"
"Elizabeth","Spencer","7103118444","UK","Oxford","ElizabethSpencer"
"Mark","Joy","7103315657","UK","Oxford","MarkJoy"
"Catherine","Pope","7201777281","UK","Oxford","CatherinePope"
"Geoff","Wong","7402527517","UK","Oxford","GeoffWong"
"Sara","Shaw","7402758857","UK","Oxford","SaraShaw"
"Jane","Holmes","7403240141","UK","Oxford","JaneHolmes"
"John","Powell","7403541161","UK","Oxford","JohnPowell"
"LyMee","Yu","7404164174","UK","Oxford","LyMeeYu"
"Clare","Taylor","7404822567","UK","Oxford","ClareTaylor"
"Alex","Walker","8350588200","UK","Oxford","AlexWalker"
"Anne","Ferrey","8396139200","UK","Oxford","AnneFerrey"
"Thomas","Fanshawe","8700137700","UK","Oxford","ThomasFanshawe"
"Suman","Prinjha","8876979800","UK","Oxford","SumanPrinjha"
"Annette","Plüddemann","9338047600","UK","Oxford","AnnettePlüddemann"
"Jeff","Myers","15051137000","Canada","Toronto","JeffMyers"
"Deanna","Telner","15519829000","Canada","Toronto","DeannaTelner"
"Michelle","Naimer","15730009300","Canada","Toronto","MichelleNaimer"
"Onil","Bhattacharyya","16302966700","Canada","Toronto","OnilBhattacharyya"
"NoahMichael","Ivers","18437196800","Canada","Toronto","NoahMichaelIvers"
"MaryAnn","OBrien","21135457500","Canada","Toronto","MaryAnnOBrien"
"Megan","Landes","23397501800","Canada","Toronto","MeganLandes"
"Sandy","Buchman","23471705900","Canada","Toronto","SandyBuchman"
"Kathleen","Kerr","23473251700","Canada","Toronto","KathleenKerr"
"Aaron","Orkin","23668444300","Canada","Toronto","AaronOrkin"
"Tara","Kiran","24331996500","Canada","Toronto","TaraKiran"
"FokHan","Leung","26024277400","Canada","Toronto","FokHanLeung"
"Catherine","Varner","26430259100","Canada","Toronto","CatherineVarner"
"Shelley","McLeod","35339405200","Canada","Toronto","ShelleyMcLeod"
"MaryCatherine","Tierney","35433427300","Canada","Toronto","MaryCatherineTierney"
"Peter","Selby","35465440100","Canada","Toronto","PeterSelby"
"Rick","Glazier","35573320200","Canada","Toronto","RickGlazier"
"Ross","Upshur","35597915300","Canada","Toronto","RossUpshur"
"Christopher","Meaney","35765360800","Canada","Toronto","ChristopherMeaney"
"Sheldon","Cheskes","35791646200","Canada","Toronto","SheldonCheskes"
"Cynthia","Whitehead","35880692500","Canada","Toronto","CynthiaWhitehead"
"LisaMElisabeth","DelGiudice","36460871900","Canada","Toronto","LisaMElisabethDelGiudice"
"KulamakanMahan","Kulasegaram","36537207400","Canada","Toronto","KulamakanMahanKulasegaram"
"Blair","Henry","36987418300","Canada","Toronto","BlairHenry"
"Anita","Srivastava","55214919800","Canada","Toronto","AnitaSrivastava"
"Braden","ONeill","55320011600","Canada","Toronto","BradenONeill"
"Warren","McIsaac","55666413700","Canada","Toronto","WarrenMcIsaac"
"William","Cherniak","55851063500","Canada","Toronto","WilliamCherniak"
"Sheryl","Spithoff","55915104600","Canada","Toronto","SherylSpithoff"
"Jeremy","Rezmovitz","56007420800","Canada","Toronto","JeremyRezmovitz"
"David","White","56021614700","Canada","Toronto","DavidWhite"
"Viola","Antao","56541341000","Canada","Toronto","ViolaAntao"
"Kevin","Rod","56974153800","Canada","Toronto","KevinRod"
"Helen","Senderovich","57189868081","Canada","Toronto","HelenSenderovich"
"Noah","Crampton","57190296893","Canada","Toronto","NoahCrampton"
"StevenMarc","Friedman","57191512166","Canada","Toronto","StevenMarcFriedman"
"Payal","Agarwal","57191614110","Canada","Toronto","PayalAgarwal"
"Paul","Krueger","57192116704","Canada","Toronto","PaulKrueger"
"Edward","Xie","57199861809","Canada","Toronto","EdwardXie"
"Jana","Lazor","57201024757","Canada","Toronto","JanaLazor"
"Nav","Persaud","57203542168","Canada","Toronto","NavPersaud"
"Karen","Fleming","57204276780","Canada","Toronto","KarenFleming"
"Abhimanyu","Sud","57209448998","Canada","Toronto","AbhimanyuSud"
"Ann","Burchell","57210815284","Canada","Toronto","AnnBurchell"
"Melissa","Nutik","57212655591","Canada","Toronto","MelissaNutik"
"Deborah","KopanskyGiles","6504143605","Canada","Toronto","DeborahKopanskyGiles"
"Aisha","Lofters","6506388286","Canada","Toronto","AishaLofters"
"Bernard","LeFoll","6602513830","Canada","Toronto","BernardLeFoll"
"Anne","Biringer","6602609850","Canada","Toronto","AnneBiringer"
"Liisa","Jaakkimainen","6602979215","Canada","Toronto","LiisaJaakkimainen"
"Nicholas","Pimlott","6602984915","Canada","Toronto","NicholasPimlott"
"Bjug","Borgundvaag","6603165095","Canada","Toronto","BjugBorgundvaag"
"Rahim","Moineddin","6603577135","Canada","Toronto","RahimMoineddin"
"John","Maxted","6603855716","Canada","Toronto","JohnMaxted"
"Ruth","Heisey","6701787601","Canada","Toronto","RuthHeisey"
"MartinRobert","Chasen","7003488731","Canada","Toronto","MartinRobertChasen"
"Anthony","DUrzo","7003503848","Canada","Toronto","AnthonyDUrzo"
"Michelle","Greiver","7003725829","Canada","Toronto","MichelleGreiver"
"Eva","Grunfeld","7004206728","Canada","Toronto","EvaGrunfeld"
"Debra","Butt","7004637422","Canada","Toronto","DebraButt"
"Jeff","Kwong","7005301949","Canada","Toronto","JeffKwong"
"Joel","Lexchin","7006505283","Canada","Toronto","JoelLexchin"
"Frank","Sullivan","7101762078","Canada","Toronto","FrankSullivan"
"Leah","Steele","7102165628","Canada","Toronto","LeahSteele"
"Karen","Tu","7102291182","Canada","Toronto","KarenTu"
"Murray","Finkelstein","7102327915","Canada","Toronto","MurrayFinkelstein"
"Michael","Kidd","7102389330","Canada","Toronto","MichaelKidd"
"Heather","Sampson","7103246445","Canada","Toronto","HeatherSampson"
"Amna","Husain","7103373047","Canada","Toronto","AmnaHusain"
"James","Carson","7201381739","Canada","Toronto","JamesCarson"
"Sheila","Dunn","7201627072","Canada","Toronto","SheilaDunn"
"Risa","Freeman","7401588506","Canada","Toronto","RisaFreeman"
"June","Carroll","7402035036","Canada","Toronto","JuneCarroll"
"Andrew","Pinto","7402306537","Canada","Toronto","AndrewPinto"
"Tony","Antoniou","8763159700","Canada","Toronto","TonyAntoniou"
"Farah","Shroff","18042857600","Canada","UBC","FarahShroff"
"Joanie","SimsGould","23502337300","Canada","UBC","JoanieSimsGould"
"Ilona","Hale","26639197000","Canada","UBC","IlonaHale"
"Christie","Newton","35119084900","Canada","UBC","ChristieNewton"
"Vanessa","Brcic","35386078200","Canada","UBC","VanessaBrcic"
"Patricia","Boston","35586281700","Canada","UBC","PatriciaBoston"
"Cecilia","Jevitt","35615045800","Canada","UBC","CeciliaJevitt"
"David","Tu","36164698300","Canada","UBC","DavidTu"
"Hamideh","Bayrampour","36493934000","Canada","UBC","HamidehBayrampour"
"Wendy","Norman","42962175800","Canada","UBC","WendyNorman"
"Scott","Garrison","46861065400","Canada","UBC","ScottGarrison"
"Morgan","Price","55793224800","Canada","UBC","MorganPrice"
"Robert","Petrella","55924573000","Canada","UBC","RobertPetrella"
"Timothy","Teoh","56689643700","Canada","UBC","TimothyTeoh"
"Olivia","Tseng","57193097561","Canada","UBC","OliviaTseng"
"David","Kuhl","57194703078","Canada","UBC","DavidKuhl"
"Ian","Scott","57211718265","Canada","UBC","IanScott"
"Saraswathi","Vedam","57216427647","Canada","UBC","SaraswathiVedam"
"Silvia","Guillemi","6506839439","Canada","UBC","SilviaGuillemi"
"Maria","Hubinette","6507108229","Canada","UBC","MariaHubinette"
"Betty","Calam","6602350899","Canada","UBC","BettyCalam"
"Michael","Koehle","6602850378","Canada","UBC","MichaelKoehle"
"RobertF","Woollard","6603907426","Canada","UBC","RobertFWoollard"
"Robert","Stenstrom","6701743616","Canada","UBC","RobertStenstrom"
"David","Snadden","7003504545","Canada","UBC","DavidSnadden"
"Maureen","Ashe","7003538128","Canada","UBC","MaureenAshe"
"Rita","McCracken","7005293775","Canada","UBC","RitaMcCracken"
"Jack","Taunton","7005710289","Canada","UBC","JackTaunton"
"Heather","McKay","7005849009","Canada","UBC","HeatherMcKay"
"Jane","Buxton","7006242730","Canada","UBC","JaneBuxton"
"Ken","Bassett","7006361865","Canada","UBC","KenBassett"
"Martin","Dawes","7006447827","Canada","UBC","MartinDawes"
"David","Joyce","7102255821","Canada","UBC","DavidJoyce"
"Stefan","Grzybowski","7102342777","Canada","UBC","StefanGrzybowski"
"Margaret","McGregor","7103156525","Canada","UBC","MargaretMcGregor"
"Patricia","Janssen","7201762478","Canada","UBC","PatriciaJanssen"
"Karim","Khan","7403177580","Canada","UBC","KarimKhan"
"Michael","Klein","7404419790","Canada","UBC","MichaelKlein"
"Jude","Kornelsen","8669014200","Canada","UBC","JudeKornelsen"
"Irene","Peterson","23009891600","UK","UCL","IrenePeterson"
"Steve","Iliffe","23050302300","UK","UCL","SteveIliffe"
"Laura","Horsfall","24597333900","UK","UCL","LauraHorsfall"
"Antonio","Lazzarino","26023499800","UK","UCL","AntonioLazzarino"
"Fiona","Hamilton","26657997700","UK","UCL","FionaHamilton"
"Christina","Avgerinou","35204579600","UK","UCL","ChristinaAvgerinou"
"Jane","Wilcock","35239306300","UK","UCL","JaneWilcock"
"Melvyn","Jones","35724190300","UK","UCL","MelvynJones"
"Arnoupe","Jhass","35976353400","UK","UCL","ArnoupeJhass"
"Sophie","Park","55110968100","UK","UCL","SophiePark"
"Irwin","Nazareth","55334594200","UK","UCL","IrwinNazareth"
"Rachael","Hunter","55541432300","UK","UCL","RachaelHunter"
"Shoba","Poduval","55640150800","UK","UCL","ShobaPoduval"
"Kingshuk","Pal","55791267800","UK","UCL","KingshukPal"
"Artaza","Gilani","55949395100","UK","UCL","ArtazaGilani"
"Lorraine","McDonagh","55996347300","UK","UCL","LorraineMcDonagh"
"Jennifer","Dykxhoorn","56451068800","UK","UCL","JenniferDykxhoorn"
"Danielle","Nimmons","56695096000","UK","UCL","DanielleNimmons"
"Megan","Armstrong","56779544500","UK","UCL","MeganArmstrong"
"JuanCarlos","BazoAlvarez","57188860648","UK","UCL","JuanCarlosBazoAlvarez"
"Rachael","Frost","57191471812","UK","UCL","RachaelFrost"
"Douglas","McKechnie","57193278105","UK","UCL","DouglasMcKechnie"
"Jamie","Ross","57200906069","UK","UCL","JamieRoss"
"Joanna","Dobbin","57201188264","UK","UCL","JoannaDobbin"
"Kate","Walters","57203175207","UK","UCL","KateWalters"
"Yehudit","Bauernfreund","57203361350","UK","UCL","YehuditBauernfreund"
"Cini","Bhanu","57207487365","UK","UCL","CiniBhanu"
"Pushpa","Nair","57211539751","UK","UCL","PushpaNair"
"Sadie","LawesWickwar","57215412445","UK","UCL","SadieLawesWickwar"
"Nicola","Clarke","57221685533","UK","UCL","NicolaClarke"
"Sarah","Griffiths","57221968029","UK","UCL","SarahGriffiths"
"Marie","LeNovere","57226059428","UK","UCL","MarieLeNovere"
"John","Mitchell","57235777200","UK","UCL","JohnMitchell"
"Henry","Goodfellow","57445792600","UK","UCL","HenryGoodfellow"
"Rafael","Gafoor","6506935794","UK","UCL","RafaelGafoor"
"Barbara","Jefferis","6507251154","UK","UCL","BarbaraJefferis"
"Greta","Rait","6602151058","UK","UCL","GretaRait"
"Lucy","Lennon","6603033975","UK","UCL","LucyLennon"
"Will","Coppola","6603306283","UK","UCL","WillCoppola"
"Louise","Marston","6603627308","UK","UCL","LouiseMarston"
"Olia","Papacosta","6603773732","UK","UCL","OliaPapacosta"
"Goya","Wannamethee","7006543768","UK","UCL","GoyaWannamethee"
"Fiona","Stevenson","7102932453","UK","UCL","FionaStevenson"
"Paul","Wallace","7201787424","UK","UCL","PaulWallace"
"Nathan","Davies","7202610468","UK","UCL","NathanDavies"
"Elizabeth","Murray","7202670002","UK","UCL","ElizabethMurray"
"Joe","Rosenthal","7202963229","UK","UCL","JoeRosenthal"
"Caroline","Clarke","7401438272","UK","UCL","CarolineClarke"
"Martin","Marshall","7402449714","UK","UCL","MartinMarshall"
"Julia","Bailey","7404350273","UK","UCL","JuliaBailey"
"Surinder","Singh","7406398983","UK","UCL","SurinderSingh"
"Hazel","Gilbert","8652835200","UK","UCL","HazelGilbert"
"Sheena","Ramsay","9743612700","UK","UCL","SheenaRamsay"
"Danielle","Hessler","15759696700","USA","UCSF","DanielleHessler"
"Christine","Dehlendorf","16306339900","USA","UCSF","ChristineDehlendorf"
"Rita","Hamad","24331484500","USA","UCSF","RitaHamad"
"Geraldine","Oliva","35874123400","USA","UCSF","GeraldineOliva"
"Laura","Gottlieb","41261423800","USA","UCSF","LauraGottlieb"
"Rachel","WillardGrace","55601615600","USA","UCSF","RachelWillardGrace"
"Michael","Potter","57212832680","USA","UCSF","MichaelPotter"
"Kristen","Marchi","6603040336","USA","UCSF","KristenMarchi"
"Caroline","Fichtenberg","6603504070","USA","UCSF","CarolineFichtenberg"
"Paula","Braveman","7003374165","USA","UCSF","PaulaBraveman"
"Thomas","Bodenheimer","7005720799","USA","UCSF","ThomasBodenheimer"
"Kevin","Grumbach","7007088579","USA","UCSF","KevinGrumbach"
"Laura","Schmidt","7401563889","USA","UCSF","LauraSchmidt"
"Jennifer","Rienks","8680814900","USA","UCSF","JenniferRienks"
"Chinthaka","Balasooriya","30367561000","AUS","UNSW","ChinthakaBalasooriya"
"Mark","Harris","35585411800","AUS","UNSW","MarkHarris"
"Michael","Tam","54991681800","AUS","UNSW","MichaelTam"
"John","Hall","55327656100","AUS","UNSW","JohnHall"
"Kylie","Vuong","55841164100","AUS","UNSW","KylieVuong"
"Robyn","Richmond","7102805425","AUS","UNSW","RobynRichmond"
"SiawTeng","Liaw","7103188397","AUS","UNSW","SiawTengLiaw"
"Andrew","Knight","8543938700","AUS","UNSW","AndrewKnight"
